*******************************************************************************
Ephemeris / WWW_USER Thu Jun  8 09:32:56 2017 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2017 EA)                       {source: JPL#2}
Center body name: Earth (399)                     {source: DE431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Mar-01 00:00:00.0000 TDB
Stop  time      : A.D. 2017-Mar-04 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-N16}
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2457814.5 ! 2017-Mar-02.00 (TDB)         Residual RMS= .2704         
   EC= .6637903807322831   QR= .7400230207428129   TP= 2457857.4253634126      
   OM= 161.8980155037973   W=  68.66986798856206   IN= 2.54916135011202        
  Equivalent ICRF heliocentric equatorial cartesian coordinates (au, au/d):
   X=-9.443262483675667E-01  Y= 2.933073821891305E-01  Z= 1.266662031174088E-01
  VX= 2.985660714580667E-03 VY=-1.979398519079220E-02 VZ=-7.648803848027207E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 30.8                 G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2457814.264583333, A.D. 2017-Mar-01 18:21:00.0000, -1.090771193100393E+06,  5.776884224294369E+05, -9.769578162801334E+04,  1.516605045548961E+01, -8.359986314665091E+00,  1.479499595081618E+00,
2457814.265277778, A.D. 2017-Mar-01 18:22:00.0000, -1.089861229888022E+06,  5.771868230510184E+05, -9.760701160372776E+04,  1.516605662798089E+01, -8.359992968215799E+00,  1.479501214823681E+00,
2457814.265972222, A.D. 2017-Mar-01 18:23:00.0000, -1.088951266304493E+06,  5.766852232729772E+05, -9.751824148220224E+04,  1.516606282883901E+01, -8.359999635532573E+00,  1.479502836383298E+00,
2457814.266666667, A.D. 2017-Mar-01 18:24:00.0000, -1.088041302347988E+06,  5.761836230944830E+05, -9.742947126332863E+04,  1.516606905812389E+01, -8.360006316645389E+00,  1.479504459765310E+00,
2457814.267361111, A.D. 2017-Mar-01 18:25:00.0000, -1.087131338016897E+06,  5.756820225147005E+05, -9.734070094699234E+04,  1.516607531589565E+01, -8.360013011584360E+00,  1.479506084974573E+00,
2457814.268055555, A.D. 2017-Mar-01 18:26:00.0000, -1.086221373309523E+06,  5.751804215328187E+05, -9.725193053309755E+04,  1.516608160221461E+01, -8.360019720379663E+00,  1.479507712015945E+00,
2457814.268750000, A.D. 2017-Mar-01 18:27:00.0000, -1.085311408224076E+06,  5.746788201479829E+05, -9.716316002151738E+04,  1.516608791714128E+01, -8.360026443061598E+00,  1.479509340894317E+00,
2457814.269444444, A.D. 2017-Mar-01 18:28:00.0000, -1.084401442758918E+06,  5.741772183593753E+05, -9.707438941215305E+04,  1.516609426073641E+01, -8.360033179660565E+00,  1.479510971614589E+00,
2457814.270138889, A.D. 2017-Mar-01 18:29:00.0000, -1.083491476912230E+06,  5.736756161661518E+05, -9.698561870489040E+04,  1.516610063306093E+01, -8.360039930207051E+00,  1.479512604181669E+00,
2457814.270833333, A.D. 2017-Mar-01 18:30:00.0000, -1.082581510682374E+06,  5.731740135674635E+05, -9.689684789960901E+04,  1.516610703417597E+01, -8.360046694731667E+00,  1.479514238600493E+00,
2457814.271527778, A.D. 2017-Mar-01 18:31:00.0000, -1.081671544067532E+06,  5.726724105624923E+05, -9.680807699621002E+04,  1.516611346414290E+01, -8.360053473265122E+00,  1.479515874876010E+00,
2457814.272222222, A.D. 2017-Mar-01 18:32:00.0000, -1.080761577066094E+06,  5.721708071503901E+05, -9.671930599458964E+04,  1.516611992302326E+01, -8.360060265838211E+00,  1.479517513013185E+00,
2457814.272916667, A.D. 2017-Mar-01 18:33:00.0000, -1.079851609676212E+06,  5.716692033303189E+05, -9.663053489462005E+04,  1.516612641087883E+01, -8.360067072481833E+00,  1.479519153016990E+00,
2457814.273611111, A.D. 2017-Mar-01 18:34:00.0000, -1.078941641896218E+06,  5.711675991014100E+05, -9.654176369618853E+04,  1.516613292777158E+01, -8.360073893227032E+00,  1.479520794892428E+00,
2457814.274305556, A.D. 2017-Mar-01 18:35:00.0000, -1.078031673724294E+06,  5.706659944628469E+05, -9.645299239919282E+04,  1.516613947376372E+01, -8.360080728104897E+00,  1.479522438644507E+00,
2457814.275000000, A.D. 2017-Mar-01 18:36:00.0000, -1.077121705158770E+06,  5.701643894137570E+05, -9.636422100351045E+04,  1.516614604891762E+01, -8.360087577146672E+00,  1.479524084278259E+00,
2457814.275694444, A.D. 2017-Mar-01 18:37:00.0000, -1.076211736197829E+06,  5.696627839533003E+05, -9.627544950903708E+04,  1.516615265329593E+01, -8.360094440383678E+00,  1.479525731798732E+00,
2457814.276388889, A.D. 2017-Mar-01 18:38:00.0000, -1.075301766839802E+06,  5.691611780806369E+05, -9.618667791566841E+04,  1.516615928696145E+01, -8.360101317847342E+00,  1.479527381210977E+00,
2457814.277083333, A.D. 2017-Mar-01 18:39:00.0000, -1.074391797082812E+06,  5.686595717948796E+05, -9.609790622325937E+04,  1.516616594997726E+01, -8.360108209569217E+00,  1.479529032520081E+00,
2457814.277777778, A.D. 2017-Mar-01 18:40:00.0000, -1.073481826925188E+06,  5.681579650951977E+05, -9.600913443172183E+04,  1.516617264240659E+01, -8.360115115580937E+00,  1.479530685731136E+00,
2457814.278472222, A.D. 2017-Mar-01 18:41:00.0000, -1.072571856365174E+06,  5.676563579807238E+05, -9.592036254093968E+04,  1.516617936431294E+01, -8.360122035914273E+00,  1.479532340849257E+00,
2457814.279166667, A.D. 2017-Mar-01 18:42:00.0000, -1.071661885400862E+06,  5.671547504505899E+05, -9.583159055078006E+04,  1.516618611575998E+01, -8.360128970601076E+00,  1.479533997879569E+00,
2457814.279861111, A.D. 2017-Mar-01 18:43:00.0000, -1.070751914030671E+06,  5.666531425039516E+05, -9.574281846114897E+04,  1.516619289681165E+01, -8.360135919673313E+00,  1.479535656827215E+00,
2457814.280555556, A.D. 2017-Mar-01 18:44:00.0000, -1.069841942252666E+06,  5.661515341399498E+05, -9.565404627192981E+04,  1.516619970753208E+01, -8.360142883163071E+00,  1.479537317697360E+00,
2457814.281250000, A.D. 2017-Mar-01 18:45:00.0000, -1.068931970065147E+06,  5.656499253576943E+05, -9.556527398298435E+04,  1.516620654798561E+01, -8.360149861102535E+00,  1.479538980495183E+00,
2457814.281944444, A.D. 2017-Mar-01 18:46:00.0000, -1.068021997466326E+06,  5.651483161563228E+05, -9.547650159422279E+04,  1.516621341823683E+01, -8.360156853524002E+00,  1.479540645225881E+00,
2457814.282638889, A.D. 2017-Mar-01 18:47:00.0000, -1.067112024454355E+06,  5.646467065349792E+05, -9.538772910552178E+04,  1.516622031835053E+01, -8.360163860459870E+00,  1.479542311894665E+00,
2457814.283333333, A.D. 2017-Mar-01 18:48:00.0000, -1.066202051027507E+06,  5.641450964927794E+05, -9.529895651676600E+04,  1.516622724839174E+01, -8.360170881942665E+00,  1.479543980506764E+00,
2457814.284027778, A.D. 2017-Mar-01 18:49:00.0000, -1.065292077183962E+06,  5.636434860288594E+05, -9.521018382783252E+04,  1.516623420842570E+01, -8.360177918005011E+00,  1.479545651067431E+00,
2457814.284722222, A.D. 2017-Mar-01 18:50:00.0000, -1.064382102921903E+06,  5.631418751423314E+05, -9.512141103859628E+04,  1.516624119851789E+01, -8.360184968679640E+00,  1.479547323581925E+00,
2457814.285416667, A.D. 2017-Mar-01 18:51:00.0000, -1.063472128239542E+06,  5.626402638323150E+05, -9.503263814895185E+04,  1.516624821873400E+01, -8.360192033999427E+00,  1.479548998055531E+00,
2457814.286111111, A.D. 2017-Mar-01 18:52:00.0000, -1.062562153135031E+06,  5.621386520979500E+05, -9.494386515878604E+04,  1.516625526913996E+01, -8.360199113997290E+00,  1.479550674493546E+00,
2457814.286805556, A.D. 2017-Mar-01 18:53:00.0000, -1.061652177606612E+06,  5.616370399383403E+05, -9.485509206797426E+04,  1.516626234980193E+01, -8.360206208706355E+00,  1.479552352901300E+00,
2457814.287500000, A.D. 2017-Mar-01 18:54:00.0000, -1.060742201652467E+06,  5.611354273526202E+05, -9.476631887639691E+04,  1.516626946078629E+01, -8.360213318159781E+00,  1.479554033284113E+00,
2457814.288194444, A.D. 2017-Mar-01 18:55:00.0000, -1.059832225270718E+06,  5.606338143398777E+05, -9.467754558394698E+04,  1.516627660215966E+01, -8.360220442390881E+00,  1.479555715647344E+00,
2457814.288888889, A.D. 2017-Mar-01 18:56:00.0000, -1.058922248459578E+06,  5.601322008992407E+05, -9.458877219048189E+04,  1.516628377398887E+01, -8.360227581433051E+00,  1.479557399996356E+00,
2457814.289583333, A.D. 2017-Mar-01 18:57:00.0000, -1.058012271217287E+06,  5.596305870298014E+05, -9.449999869590437E+04,  1.516629097634101E+01, -8.360234735319857E+00,  1.479559086336556E+00,
2457814.290277778, A.D. 2017-Mar-01 18:58:00.0000, -1.057102293541819E+06,  5.591289727306847E+05, -9.441122510007872E+04,  1.516629820928339E+01, -8.360241904084916E+00,  1.479560774673333E+00,
2457814.290972222, A.D. 2017-Mar-01 18:59:00.0000, -1.056192315431505E+06,  5.586273580010076E+05, -9.432245140290628E+04,  1.516630547288355E+01, -8.360249087762000E+00,  1.479562465012118E+00,
2457814.291666667, A.D. 2017-Mar-01 19:00:00.0000, -1.055282336884469E+06,  5.581257428398608E+05, -9.423367760423652E+04,  1.516631276720928E+01, -8.360256286384979E+00,  1.479564157358344E+00,
2457814.292361111, A.D. 2017-Mar-01 19:01:00.0000, -1.054372357898861E+06,  5.576241272463572E+05, -9.414490370398105E+04,  1.516632009232860E+01, -8.360263499987871E+00,  1.479565851717493E+00,
2457814.293055556, A.D. 2017-Mar-01 19:02:00.0000, -1.053462378472775E+06,  5.571225112195606E+05, -9.405612970199414E+04,  1.516632744830976E+01, -8.360270728604755E+00,  1.479567548095022E+00,
2457814.293750000, A.D. 2017-Mar-01 19:03:00.0000, -1.052552398604423E+06,  5.566208947586148E+05, -9.396735559817235E+04,  1.516633483522125E+01, -8.360277972269877E+00,  1.479569246496435E+00,
2457814.294444445, A.D. 2017-Mar-01 19:04:00.0000, -1.051642418291956E+06,  5.561192778625842E+05, -9.387858139236989E+04,  1.516634225313181E+01, -8.360285231017579E+00,  1.479570946927248E+00,
2457814.295138889, A.D. 2017-Mar-01 19:05:00.0000, -1.050732437533408E+06,  5.556176605305964E+05, -9.378980708450095E+04,  1.516634970211041E+01, -8.360292504882340E+00,  1.479572649392998E+00,
2457814.295833333, A.D. 2017-Mar-01 19:06:00.0000, -1.049822456327051E+06,  5.551160427617050E+05, -9.370103267440698E+04,  1.516635718222627E+01, -8.360299793898729E+00,  1.479574353899236E+00,
2457814.296527778, A.D. 2017-Mar-01 19:07:00.0000, -1.048912474670947E+06,  5.546144245550133E+05, -9.361225816198342E+04,  1.516636469354884E+01, -8.360307098101455E+00,  1.479576060451526E+00,
2457814.297222222, A.D. 2017-Mar-01 19:08:00.0000, -1.048002492563188E+06,  5.541128059096225E+05, -9.352348354711256E+04,  1.516637223614784E+01, -8.360314417525339E+00,  1.479577769055465E+00,
2457814.297916667, A.D. 2017-Mar-01 19:09:00.0000, -1.047092510001957E+06,  5.536111868246102E+05, -9.343470882965447E+04,  1.516637981009321E+01, -8.360321752205332E+00,  1.479579479716659E+00,
2457814.298611111, A.D. 2017-Mar-01 19:10:00.0000, -1.046182526985377E+06,  5.531095672990636E+05, -9.334593400950561E+04,  1.516638741545513E+01, -8.360329102176506E+00,  1.479581192440736E+00,
2457814.299305555, A.D. 2017-Mar-01 19:11:00.0000, -1.045272543511510E+06,  5.526079473320368E+05, -9.325715908652400E+04,  1.516639505230406E+01, -8.360336467474035E+00,  1.479582907233342E+00,
2457814.300000000, A.D. 2017-Mar-01 19:12:00.0000, -1.044362559578478E+06,  5.521063269226612E+05, -9.316838406059695E+04,  1.516640272071068E+01, -8.360343848133235E+00,  1.479584624100143E+00,
2457814.300694444, A.D. 2017-Mar-01 19:13:00.0000, -1.043452575184345E+06,  5.516047060699568E+05, -9.307960893158776E+04,  1.516641042074593E+01, -8.360351244189534E+00,  1.479586343046815E+00,
2457814.301388889, A.D. 2017-Mar-01 19:14:00.0000, -1.042542590327322E+06,  5.511030847730447E+05, -9.299083369938756E+04,  1.516641815248100E+01, -8.360358655678500E+00,  1.479588064079074E+00,
2457814.302083333, A.D. 2017-Mar-01 19:15:00.0000, -1.041632605005383E+06,  5.506014630309684E+05, -9.290205836386175E+04,  1.516642591598732E+01, -8.360366082635801E+00,  1.479589787202634E+00,
2457814.302777778, A.D. 2017-Mar-01 19:16:00.0000, -1.040722619216740E+06,  5.500998408428235E+05, -9.281328292488617E+04,  1.516643371133659E+01, -8.360373525097254E+00,  1.479591512423239E+00,
2457814.303472222, A.D. 2017-Mar-01 19:17:00.0000, -1.039812632959425E+06,  5.495982182076585E+05, -9.272450738233258E+04,  1.516644153860076E+01, -8.360380983098764E+00,  1.479593239746646E+00,
2457814.304166667, A.D. 2017-Mar-01 19:18:00.0000, -1.038902646231502E+06,  5.490965951245388E+05, -9.263573173607187E+04,  1.516644939785203E+01, -8.360388456676413E+00,  1.479594969178646E+00,
2457814.304861111, A.D. 2017-Mar-01 19:19:00.0000, -1.037992659031034E+06,  5.485949715925334E+05, -9.254695598598465E+04,  1.516645728916286E+01, -8.360395945866372E+00,  1.479596700725027E+00,
2457814.305555556, A.D. 2017-Mar-01 19:20:00.0000, -1.037082671356112E+06,  5.480933476107160E+05, -9.245818013194132E+04,  1.516646521260595E+01, -8.360403450704929E+00,  1.479598434391614E+00,
2457814.306250000, A.D. 2017-Mar-01 19:21:00.0000, -1.036172683204889E+06,  5.475917231781270E+05, -9.236940417381409E+04,  1.516647316825428E+01, -8.360410971228553E+00,  1.479600170184257E+00,
2457814.306944444, A.D. 2017-Mar-01 19:22:00.0000, -1.035262694575340E+06,  5.470900982938481E+05, -9.228062811147292E+04,  1.516648115618109E+01, -8.360418507473780E+00,  1.479601908108794E+00,
2457814.307638889, A.D. 2017-Mar-01 19:23:00.0000, -1.034352705465525E+06,  5.465884729569235E+05, -9.219185194479980E+04,  1.516648917645986E+01, -8.360426059477316E+00,  1.479603648171124E+00,
2457814.308333333, A.D. 2017-Mar-01 19:24:00.0000, -1.033442715873480E+06,  5.460868471664051E+05, -9.210307567365964E+04,  1.516649722916436E+01, -8.360433627275958E+00,  1.479605390377131E+00,
2457814.309027778, A.D. 2017-Mar-01 19:25:00.0000, -1.032532725797325E+06,  5.455852209213455E+05, -9.201429929791398E+04,  1.516650531436859E+01, -8.360441210906684E+00,  1.479607134732747E+00,
2457814.309722222, A.D. 2017-Mar-01 19:26:00.0000, -1.031622735235095E+06,  5.450835942207727E+05, -9.192552281744570E+04,  1.516651343214684E+01, -8.360448810406542E+00,  1.479608881243901E+00,
2457814.310416667, A.D. 2017-Mar-01 19:27:00.0000, -1.030712744184792E+06,  5.445819670637615E+05, -9.183674623212180E+04,  1.516652158257366E+01, -8.360456425812758E+00,  1.479610629916559E+00,
2457814.311111111, A.D. 2017-Mar-01 19:28:00.0000, -1.029802752644539E+06,  5.440803394493540E+05, -9.174796954181106E+04,  1.516652976572386E+01, -8.360464057162668E+00,  1.479612380756704E+00,
2457814.311805556, A.D. 2017-Mar-01 19:29:00.0000, -1.028892760612309E+06,  5.435787113765999E+05, -9.165919274638183E+04,  1.516653798167252E+01, -8.360471704493733E+00,  1.479614133770322E+00,
2457814.312500000, A.D. 2017-Mar-01 19:30:00.0000, -1.027982768086106E+06,  5.430770828445035E+05, -9.157041584571496E+04,  1.516654623049498E+01, -8.360479367843586E+00,  1.479615888963456E+00,
2457814.313194444, A.D. 2017-Mar-01 19:31:00.0000, -1.027072775063992E+06,  5.425754538521292E+05, -9.148163883966469E+04,  1.516655451226688E+01, -8.360487047249928E+00,  1.479617646342124E+00,
2457814.313888889, A.D. 2017-Mar-01 19:32:00.0000, -1.026162781543940E+06,  5.420738243985075E+05, -9.139286172810708E+04,  1.516656282706409E+01, -8.360494742750634E+00,  1.479619405912401E+00,
2457814.314583333, A.D. 2017-Mar-01 19:33:00.0000, -1.025252787524074E+06,  5.415721944826801E+05, -9.130408451091094E+04,  1.516657117496279E+01, -8.360502454383708E+00,  1.479621167680362E+00,
2457814.315277778, A.D. 2017-Mar-01 19:34:00.0000, -1.024342793002307E+06,  5.410705641036435E+05, -9.121530718793753E+04,  1.516657955603940E+01, -8.360510182187316E+00,  1.479622931652126E+00,
2457814.315972222, A.D. 2017-Mar-01 19:35:00.0000, -1.023432797976673E+06,  5.405689332604848E+05, -9.112652975906312E+04,  1.516658797037066E+01, -8.360517926199698E+00,  1.479624697833801E+00,
2457814.316666667, A.D. 2017-Mar-01 19:36:00.0000, -1.022522802445173E+06,  5.400673019521961E+05, -9.103775222415934E+04,  1.516659641803352E+01, -8.360525686459280E+00,  1.479626466231545E+00,
2457814.317361111, A.D. 2017-Mar-01 19:37:00.0000, -1.021612806405872E+06,  5.395656701777846E+05, -9.094897458308004E+04,  1.516660489910528E+01, -8.360533463004577E+00,  1.479628236851507E+00,
2457814.318055556, A.D. 2017-Mar-01 19:38:00.0000, -1.020702809856623E+06,  5.390640379363025E+05, -9.086019683569025E+04,  1.516661341366347E+01, -8.360541255874319E+00,  1.479630009699900E+00,
2457814.318750000, A.D. 2017-Mar-01 19:39:00.0000, -1.019792812795550E+06,  5.385624052267480E+05, -9.077141898186439E+04,  1.516662196178591E+01, -8.360549065107278E+00,  1.479631784782909E+00,
2457814.319444444, A.D. 2017-Mar-01 19:40:00.0000, -1.018882815220535E+06,  5.380607720481632E+05, -9.068264102147125E+04,  1.516663054355072E+01, -8.360556890742444E+00,  1.479633562106781E+00,
2457814.320138889, A.D. 2017-Mar-01 19:41:00.0000, -1.017972817129672E+06,  5.375591383995322E+05, -9.059386295436276E+04,  1.516663915903627E+01, -8.360564732818897E+00,  1.479635341677763E+00,
2457814.320833333, A.D. 2017-Mar-01 19:42:00.0000, -1.017062818520784E+06,  5.370575042799030E+05, -9.050508478043077E+04,  1.516664780832124E+01, -8.360572591375883E+00,  1.479637123502126E+00,
2457814.321527778, A.D. 2017-Mar-01 19:43:00.0000, -1.016152819391936E+06,  5.365558696882520E+05, -9.041630649950755E+04,  1.516665649148459E+01, -8.360580466452761E+00,  1.479638907586165E+00,
2457814.322222222, A.D. 2017-Mar-01 19:44:00.0000, -1.015242819741100E+06,  5.360542346235970E+05, -9.032752811147990E+04,  1.516666520860556E+01, -8.360588358089064E+00,  1.479640693936199E+00,
2457814.322916667, A.D. 2017-Mar-01 19:45:00.0000, -1.014332819566250E+06,  5.355525990849379E+05, -9.023874961618222E+04,  1.516667395976369E+01, -8.360596266324428E+00,  1.479642482558568E+00,
2457814.323611111, A.D. 2017-Mar-01 19:46:00.0000, -1.013422818865299E+06,  5.350509630713017E+05, -9.014997101351745E+04,  1.516668274503878E+01, -8.360604191198677E+00,  1.479644273459631E+00,
2457814.324305556, A.D. 2017-Mar-01 19:47:00.0000, -1.012512817636132E+06,  5.345493265816616E+05, -9.006119230332474E+04,  1.516669156451096E+01, -8.360612132751735E+00,  1.479646066645773E+00,
2457814.325000000, A.D. 2017-Mar-01 19:48:00.0000, -1.011602815876842E+06,  5.340476896150333E+05, -8.997241348547772E+04,  1.516670041826062E+01, -8.360620091023687E+00,  1.479647862123396E+00,
2457814.325694445, A.D. 2017-Mar-01 19:49:00.0000, -1.010692813585281E+06,  5.335460521704024E+05, -8.988363455982484E+04,  1.516670930636845E+01, -8.360628066054765E+00,  1.479649659898924E+00,
2457814.326388889, A.D. 2017-Mar-01 19:50:00.0000, -1.009782810759425E+06,  5.330444142467740E+05, -8.979485552624360E+04,  1.516671822891546E+01, -8.360636057885339E+00,  1.479651459978810E+00,
2457814.327083333, A.D. 2017-Mar-01 19:51:00.0000, -1.008872807397097E+06,  5.325427758431124E+05, -8.970607638457697E+04,  1.516672718598292E+01, -8.360644066555926E+00,  1.479653262369530E+00,
2457814.327777778, A.D. 2017-Mar-01 19:52:00.0000, -1.007962803496361E+06,  5.320411369584462E+05, -8.961729713470448E+04,  1.516673617765241E+01, -8.360652092107197E+00,  1.479655067077571E+00,
2457814.328472222, A.D. 2017-Mar-01 19:53:00.0000, -1.007052799055099E+06,  5.315394975917332E+05, -8.952851777648281E+04,  1.516674520400582E+01, -8.360660134579955E+00,  1.479656874109455E+00,
2457814.329166667, A.D. 2017-Mar-01 19:54:00.0000, -1.006142794071198E+06,  5.310378577419549E+05, -8.943973830977072E+04,  1.516675426512533E+01, -8.360668194015156E+00,  1.479658683471717E+00,
2457814.329861111, A.D. 2017-Mar-01 19:55:00.0000, -1.005232788542598E+06,  5.305362174081116E+05, -8.935095873441927E+04,  1.516676336109340E+01, -8.360676270453908E+00,  1.479660495170927E+00,
2457814.330555555, A.D. 2017-Mar-01 19:56:00.0000, -1.004322782467157E+06,  5.300345765891607E+05, -8.926217905030516E+04,  1.516677249199284E+01, -8.360684363937461E+00,  1.479662309213661E+00,
2457814.331250000, A.D. 2017-Mar-01 19:57:00.0000, -1.003412775842845E+06,  5.295329352840990E+05, -8.917339925726960E+04,  1.516678165790672E+01, -8.360692474507204E+00,  1.479664125606532E+00,
2457814.331944444, A.D. 2017-Mar-01 19:58:00.0000, -1.002502768667579E+06,  5.290312934918700E+05, -8.908461935518344E+04,  1.516679085891843E+01, -8.360700602204700E+00,  1.479665944356169E+00,
2457814.332638889, A.D. 2017-Mar-01 19:59:00.0000, -1.001592760939091E+06,  5.285296512114800E+05, -8.899583934390407E+04,  1.516680009511169E+01, -8.360708747071666E+00,  1.479667765469237E+00,
2457814.333333333, A.D. 2017-Mar-01 20:00:00.0000, -1.000682752655387E+06,  5.280280084418964E+05, -8.890705922328430E+04,  1.516680936657049E+01, -8.360716909149938E+00,  1.479669588952403E+00,
2457814.334027778, A.D. 2017-Mar-01 20:01:00.0000, -9.997727438144088E+05,  5.275263651820467E+05, -8.881827899317582E+04,  1.516681867337915E+01, -8.360725088481496E+00,  1.479671414812361E+00,
2457814.334722222, A.D. 2017-Mar-01 20:02:00.0000, -9.988627344138920E+05,  5.270247214309210E+05, -8.872949865345359E+04,  1.516682801562231E+01, -8.360733285108534E+00,  1.479673243055852E+00,
2457814.335416667, A.D. 2017-Mar-01 20:03:00.0000, -9.979527244517803E+05,  5.265230771874833E+05, -8.864071820396060E+04,  1.516683739338489E+01, -8.360741499073356E+00,  1.479675073689622E+00,
2457814.336111111, A.D. 2017-Mar-01 20:04:00.0000, -9.970427139259875E+05,  5.260214324506936E+05, -8.855193764456680E+04,  1.516684680675216E+01, -8.360749730418407E+00,  1.479676906720432E+00,
2457814.336805556, A.D. 2017-Mar-01 20:05:00.0000, -9.961327028342783E+05,  5.255197872194768E+05, -8.846315697511064E+04,  1.516685625580968E+01, -8.360757979186312E+00,  1.479678742155088E+00,
2457814.337500000, A.D. 2017-Mar-01 20:06:00.0000, -9.952226911745965E+05,  5.250181414928414E+05, -8.837437619546273E+04,  1.516686574064334E+01, -8.360766245419853E+00,  1.479680580000409E+00,
2457814.338194444, A.D. 2017-Mar-01 20:07:00.0000, -9.943126789447069E+05,  5.245164952696795E+05, -8.828559530546336E+04,  1.516687526133934E+01, -8.360774529161935E+00,  1.479682420263231E+00,
2457814.338888889, A.D. 2017-Mar-01 20:08:00.0000, -9.934026661424935E+05,  5.240148485489787E+05, -8.819681430497422E+04,  1.516688481798421E+01, -8.360782830455678E+00,  1.479684262950435E+00,
2457814.339583333, A.D. 2017-Mar-01 20:09:00.0000, -9.924926527658105E+05,  5.235132013296774E+05, -8.810803319385977E+04,  1.516689441066480E+01, -8.360791149344303E+00,  1.479686108068907E+00,
2457814.340277778, A.D. 2017-Mar-01 20:10:00.0000, -9.915826388124526E+05,  5.230115536107103E+05, -8.801925197195464E+04,  1.516690403946826E+01, -8.360799485871198E+00,  1.479687955625552E+00,
2457814.340972222, A.D. 2017-Mar-01 20:11:00.0000, -9.906726242803633E+05,  5.225099053910193E+05, -8.793047063913303E+04,  1.516691370448209E+01, -8.360807840079946E+00,  1.479689805627329E+00,
2457814.341666667, A.D. 2017-Mar-01 20:12:00.0000, -9.897626091672182E+05,  5.220082566695531E+05, -8.784168919523542E+04,  1.516692340579412E+01, -8.360816212014253E+00,  1.479691658081195E+00,
2457814.342361111, A.D. 2017-Mar-01 20:13:00.0000, -9.888525934709311E+05,  5.215066074452224E+05, -8.775290764011450E+04,  1.516693314349248E+01, -8.360824601717999E+00,  1.479693512994138E+00,
2457814.343055556, A.D. 2017-Mar-01 20:14:00.0000, -9.879425771892667E+05,  5.210049577169794E+05, -8.766412597362054E+04,  1.516694291766565E+01, -8.360833009235229E+00,  1.479695370373178E+00,
2457814.343750000, A.D. 2017-Mar-01 20:15:00.0000, -9.870325603200495E+05,  5.205033074837595E+05, -8.757534419562480E+04,  1.516695272840243E+01, -8.360841434610139E+00,  1.479697230225360E+00,
2457814.344444444, A.D. 2017-Mar-01 20:16:00.0000, -9.861225428611636E+05,  5.200016567444646E+05, -8.748656230594365E+04,  1.516696257579195E+01, -8.360849877887093E+00,  1.479699092557734E+00,
2457814.345138889, A.D. 2017-Mar-01 20:17:00.0000, -9.852125248102546E+05,  5.195000054980491E+05, -8.739778030446070E+04,  1.516697245992370E+01, -8.360858339110612E+00,  1.479700957377397E+00,
2457814.345833333, A.D. 2017-Mar-01 20:18:00.0000, -9.843025061652064E+05,  5.189983537434197E+05, -8.730899819101872E+04,  1.516698238088747E+01, -8.360866818325391E+00,  1.479702824691468E+00,
2457814.346527778, A.D. 2017-Mar-01 20:19:00.0000, -9.833924869237840E+05,  5.184967014794878E+05, -8.722021596545025E+04,  1.516699233877340E+01, -8.360875315576292E+00,  1.479704694507090E+00,
2457814.347222222, A.D. 2017-Mar-01 20:20:00.0000, -9.824824670838118E+05,  5.179950487051818E+05, -8.713143362762360E+04,  1.516700233367197E+01, -8.360883830908335E+00,  1.479706566831421E+00,
2457814.347916667, A.D. 2017-Mar-01 20:21:00.0000, -9.815724466429949E+05,  5.174933954194169E+05, -8.704265117738111E+04,  1.516701236567399E+01, -8.360892364366688E+00,  1.479708441671655E+00,
2457814.348611111, A.D. 2017-Mar-01 20:22:00.0000, -9.806624255991578E+05,  5.169917416210955E+05, -8.695386861457584E+04,  1.516702243487065E+01, -8.360900915996719E+00,  1.479710319035011E+00,
2457814.349305556, A.D. 2017-Mar-01 20:23:00.0000, -9.797524039500952E+05,  5.164900873091358E+05, -8.686508593904327E+04,  1.516703254135341E+01, -8.360909485843942E+00,  1.479712198928731E+00,
2457814.350000000, A.D. 2017-Mar-01 20:24:00.0000, -9.788423816934824E+05,  5.159884324824274E+05, -8.677630315064713E+04,  1.516704268521415E+01, -8.360918073954055E+00,  1.479714081360081E+00,
2457814.350694444, A.D. 2017-Mar-01 20:25:00.0000, -9.779323588271141E+05,  5.154867771398955E+05, -8.668752024922594E+04,  1.516705286654505E+01, -8.360926680372915E+00,  1.479715966336361E+00,
