*******************************************************************************
Ephemeris / WWW_USER Thu Jun  8 09:32:56 2017 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2017 EA)                       {source: JPL#2}
Center body name: Earth (399)                     {source: DE431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Mar-01 00:00:00.0000 TDB
Stop  time      : A.D. 2017-Mar-04 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-N16}
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2457814.5 ! 2017-Mar-02.00 (TDB)         Residual RMS= .2704         
   EC= .6637903807322831   QR= .7400230207428129   TP= 2457857.4253634126      
   OM= 161.8980155037973   W=  68.66986798856206   IN= 2.54916135011202        
  Equivalent ICRF heliocentric equatorial cartesian coordinates (au, au/d):
   X=-9.443262483675667E-01  Y= 2.933073821891305E-01  Z= 1.266662031174088E-01
  VX= 2.985660714580667E-03 VY=-1.979398519079220E-02 VZ=-7.648803848027207E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 30.8                 G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2457814.650000000, A.D. 2017-Mar-02 03:36:00.0000, -5.856134967919290E+05,  2.992046153485764E+05, -4.840858901055963E+04,  1.517702235309129E+01, -8.367367635610751E+00,  1.480925050290870E+00,
2457814.650694444, A.D. 2017-Mar-02 03:37:00.0000, -5.847028741227686E+05,  2.987025725331962E+05, -4.831973337772679E+04,  1.517706664734093E+01, -8.367392889945068E+00,  1.480929379415293E+00,
2457814.651388889, A.D. 2017-Mar-02 03:38:00.0000, -5.837922487910092E+05,  2.982005282002231E+05, -4.823087748480155E+04,  1.517711110394057E+01, -8.367418222672264E+00,  1.480933720140479E+00,
2457814.652083333, A.D. 2017-Mar-02 03:39:00.0000, -5.828816207870245E+05,  2.976984823449017E+05, -4.814202133108252E+04,  1.517715572364585E+01, -8.367443634146600E+00,  1.480938072517616E+00,
2457814.652777778, A.D. 2017-Mar-02 03:40:00.0000, -5.819709901009202E+05,  2.971964349625367E+05, -4.805316491586172E+04,  1.517720050721725E+01, -8.367469124724561E+00,  1.480942436598203E+00,
2457814.653472222, A.D. 2017-Mar-02 03:41:00.0000, -5.810603567228615E+05,  2.966943860483572E+05, -4.796430823845534E+04,  1.517724545542013E+01, -8.367494694764801E+00,  1.480946812434038E+00,
2457814.654166667, A.D. 2017-Mar-02 03:42:00.0000, -5.801497206429839E+05,  2.961923355975732E+05, -4.787545129813056E+04,  1.517729056902479E+01, -8.367520344628208E+00,  1.480951200077211E+00,
2457814.654861111, A.D. 2017-Mar-02 03:43:00.0000, -5.792390818512440E+05,  2.956902836053956E+05, -4.778659409420783E+04,  1.517733584880649E+01, -8.367546074677877E+00,  1.480955599580112E+00,
2457814.655555556, A.D. 2017-Mar-02 03:44:00.0000, -5.783284403377473E+05,  2.951882300670025E+05, -4.769773662595278E+04,  1.517738129554546E+01, -8.367571885279206E+00,  1.480960010995443E+00,
2457814.656250000, A.D. 2017-Mar-02 03:45:00.0000, -5.774177960924506E+05,  2.946861749775395E+05, -4.760887889264939E+04,  1.517742691002701E+01, -8.367597776799791E+00,  1.480964434376201E+00,
2457814.656944444, A.D. 2017-Mar-02 03:46:00.0000, -5.765071491051614E+05,  2.941841183321591E+05, -4.752002089358465E+04,  1.517747269304151E+01, -8.367623749609582E+00,  1.480968869775697E+00,
2457814.657638889, A.D. 2017-Mar-02 03:47:00.0000, -5.755964993658662E+05,  2.936820601259532E+05, -4.743116262803553E+04,  1.517751864538447E+01, -8.367649804080784E+00,  1.480973317247548E+00,
2457814.658333333, A.D. 2017-Mar-02 03:48:00.0000, -5.746858468643129E+05,  2.931800003540401E+05, -4.734230409527417E+04,  1.517756476785656E+01, -8.367675940587937E+00,  1.480977776845680E+00,
2457814.659027778, A.D. 2017-Mar-02 03:49:00.0000, -5.737751915903091E+05,  2.926779390114344E+05, -4.725344529456842E+04,  1.517761106126364E+01, -8.367702159507944E+00,  1.480982248624341E+00,
2457814.659722222, A.D. 2017-Mar-02 03:50:00.0000, -5.728645335335135E+05,  2.921758760932448E+05, -4.716458622519430E+04,  1.517765752641687E+01, -8.367728461220004E+00,  1.480986732638083E+00,
2457814.660416667, A.D. 2017-Mar-02 03:51:00.0000, -5.719538726836741E+05,  2.916738115944364E+05, -4.707572688640232E+04,  1.517770416413263E+01, -8.367754846105782E+00,  1.480991228941801E+00,
2457814.661111111, A.D. 2017-Mar-02 03:52:00.0000, -5.710432090303898E+05,  2.911717455100277E+05, -4.698686727747007E+04,  1.517775097523272E+01, -8.367781314549260E+00,  1.480995737590677E+00,
2457814.661805556, A.D. 2017-Mar-02 03:53:00.0000, -5.701325425631404E+05,  2.906696778350008E+05, -4.689800739764715E+04,  1.517779796054425E+01, -8.367807866936875E+00,  1.481000258640244E+00,
2457814.662500000, A.D. 2017-Mar-02 03:54:00.0000, -5.692218732715845E+05,  2.901676085643058E+05, -4.680914724618153E+04,  1.517784512089979E+01, -8.367834503657480E+00,  1.481004792146342E+00,
2457814.663194444, A.D. 2017-Mar-02 03:55:00.0000, -5.683112011451423E+05,  2.896655376928687E+05, -4.672028682233921E+04,  1.517789245713738E+01, -8.367861225102383E+00,  1.481009338165154E+00,
2457814.663888889, A.D. 2017-Mar-02 03:56:00.0000, -5.674005261731744E+05,  2.891634652156025E+05, -4.663142612536017E+04,  1.517793997010055E+01, -8.367888031665370E+00,  1.481013896753185E+00,
2457814.664583333, A.D. 2017-Mar-02 03:57:00.0000, -5.664898483451903E+05,  2.886613911273514E+05, -4.654256515447485E+04,  1.517798766063841E+01, -8.367914923742710E+00,  1.481018467967268E+00,
2457814.665277778, A.D. 2017-Mar-02 03:58:00.0000, -5.655791676503420E+05,  2.881593154230347E+05, -4.645370390894623E+04,  1.517803552960569E+01, -8.367941901733186E+00,  1.481023051864591E+00,
2457814.665972222, A.D. 2017-Mar-02 03:59:00.0000, -5.646684840780497E+05,  2.876572380974342E+05, -4.636484238799816E+04,  1.517808357786273E+01, -8.367968966038100E+00,  1.481027648502648E+00,
2457814.666666667, A.D. 2017-Mar-02 04:00:00.0000, -5.637577976174355E+05,  2.871551591453676E+05, -4.627598059086579E+04,  1.517813180627560E+01, -8.367996117061329E+00,  1.481032257939298E+00,
2457814.667361111, A.D. 2017-Mar-02 04:01:00.0000, -5.628471082576811E+05,  2.866530785616330E+05, -4.618711851679206E+04,  1.517818021571611E+01, -8.368023355209299E+00,  1.481036880232739E+00,
2457814.668055556, A.D. 2017-Mar-02 04:02:00.0000, -5.619364159878790E+05,  2.861509963410084E+05, -4.609825616499099E+04,  1.517822880706185E+01, -8.368050680891018E+00,  1.481041515441500E+00,
2457814.668750000, A.D. 2017-Mar-02 04:03:00.0000, -5.610257207971811E+05,  2.856489124781821E+05, -4.600939353467814E+04,  1.517827758119628E+01, -8.368078094518154E+00,  1.481046163624481E+00,
2457814.669444445, A.D. 2017-Mar-02 04:04:00.0000, -5.601150226744711E+05,  2.851468269678967E+05, -4.592053062509281E+04,  1.517832653900871E+01, -8.368105596504941E+00,  1.481050824840904E+00,
2457814.670138889, A.D. 2017-Mar-02 04:05:00.0000, -5.592043216087818E+05,  2.846447398048189E+05, -4.583166743542504E+04,  1.517837568139443E+01, -8.368133187268313E+00,  1.481055499150365E+00,
2457814.670833333, A.D. 2017-Mar-02 04:06:00.0000, -5.582936175889969E+05,  2.841426509836288E+05, -4.574280396492752E+04,  1.517842500925470E+01, -8.368160867227873E+00,  1.481060186612809E+00,
2457814.671527778, A.D. 2017-Mar-02 04:07:00.0000, -5.573829106039405E+05,  2.836405604989605E+05, -4.565394021277211E+04,  1.517847452349682E+01, -8.368188636805909E+00,  1.481064887288541E+00,
2457814.672222222, A.D. 2017-Mar-02 04:08:00.0000, -5.564722006424367E+05,  2.831384683454022E+05, -4.556507617817980E+04,  1.517852422503418E+01, -8.368216496427426E+00,  1.481069601238212E+00,
2457814.672916667, A.D. 2017-Mar-02 04:09:00.0000, -5.555614876931906E+05,  2.826363745175716E+05, -4.547621186036002E+04,  1.517857411478631E+01, -8.368244446520169E+00,  1.481074328522859E+00,
2457814.673611111, A.D. 2017-Mar-02 04:10:00.0000, -5.546507717448771E+05,  2.821342790100150E+05, -4.538734725849939E+04,  1.517862419367895E+01, -8.368272487514654E+00,  1.481079069203866E+00,
2457814.674305555, A.D. 2017-Mar-02 04:11:00.0000, -5.537400527861416E+05,  2.816321818172539E+05, -4.529848237178584E+04,  1.517867446264406E+01, -8.368300619844188E+00,  1.481083823342999E+00,
2457814.675000000, A.D. 2017-Mar-02 04:12:00.0000, -5.528293308055103E+05,  2.811300829337939E+05, -4.520961719942490E+04,  1.517872492261991E+01, -8.368328843944866E+00,  1.481088591002384E+00,
2457814.675694444, A.D. 2017-Mar-02 04:13:00.0000, -5.519186057915688E+05,  2.806279823541291E+05, -4.512075174059271E+04,  1.517877557455113E+01, -8.368357160255592E+00,  1.481093372244527E+00,
2457814.676388889, A.D. 2017-Mar-02 04:14:00.0000, -5.510078777327240E+05,  2.801258800727213E+05, -4.503188599448380E+04,  1.517882641938875E+01, -8.368385569218191E+00,  1.481098167132314E+00,
2457814.677083333, A.D. 2017-Mar-02 04:15:00.0000, -5.500971466173828E+05,  2.796237760839622E+05, -4.494301996026657E+04,  1.517887745809024E+01, -8.368414071277302E+00,  1.481102975729005E+00,
2457814.677777778, A.D. 2017-Mar-02 04:16:00.0000, -5.491864124338329E+05,  2.791216703822823E+05, -4.485415363711389E+04,  1.517892869161962E+01, -8.368442666880478E+00,  1.481107798098239E+00,
2457814.678472222, A.D. 2017-Mar-02 04:17:00.0000, -5.482756751704812E+05,  2.786195629620647E+05, -4.476528702421462E+04,  1.517898012094746E+01, -8.368471356478199E+00,  1.481112634304046E+00,
2457814.679166667, A.D. 2017-Mar-02 04:18:00.0000, -5.473649348154068E+05,  2.781174538176087E+05, -4.467642012072550E+04,  1.517903174705095E+01, -8.368500140523906E+00,  1.481117484410850E+00,
2457814.679861111, A.D. 2017-Mar-02 04:19:00.0000, -5.464541913568377E+05,  2.776153429432912E+05, -4.458755292581234E+04,  1.517908357091397E+01, -8.368529019473996E+00,  1.481122348483462E+00,
2457814.680555556, A.D. 2017-Mar-02 04:20:00.0000, -5.455434447829127E+05,  2.771132303333743E+05, -4.449868543862388E+04,  1.517913559352716E+01, -8.368557993787840E+00,  1.481127226587069E+00,
2457814.681250000, A.D. 2017-Mar-02 04:21:00.0000, -5.446326950816810E+05,  2.766111159821253E+05, -4.440981765833528E+04,  1.517918781588792E+01, -8.368587063927860E+00,  1.481132118787287E+00,
2457814.681944444, A.D. 2017-Mar-02 04:22:00.0000, -5.437219422409832E+05,  2.761089998837761E+05, -4.432094958409027E+04,  1.517924023900054E+01, -8.368616230359530E+00,  1.481137025150110E+00,
2457814.682638889, A.D. 2017-Mar-02 04:23:00.0000, -5.428111862489581E+05,  2.756068820325421E+05, -4.423208121503343E+04,  1.517929286387621E+01, -8.368645493551341E+00,  1.481141945741931E+00,
2457814.683333333, A.D. 2017-Mar-02 04:24:00.0000, -5.419004270932972E+05,  2.751047624226138E+05, -4.414321255031077E+04,  1.517934569153310E+01, -8.368674853974937E+00,  1.481146880629574E+00,
2457814.684027778, A.D. 2017-Mar-02 04:25:00.0000, -5.409896647618711E+05,  2.746026410481218E+05, -4.405434358907485E+04,  1.517939872299640E+01, -8.368704312105036E+00,  1.481151829880240E+00,
2457814.684722222, A.D. 2017-Mar-02 04:26:00.0000, -5.400788992424309E+05,  2.741005179031950E+05, -4.396547433044499E+04,  1.517945195929843E+01, -8.368733868419550E+00,  1.481156793561575E+00,
2457814.685416667, A.D. 2017-Mar-02 04:27:00.0000, -5.391681305226684E+05,  2.735983929819277E+05, -4.387660477354574E+04,  1.517950540147863E+01, -8.368763523399522E+00,  1.481161771741614E+00,
2457814.686111111, A.D. 2017-Mar-02 04:28:00.0000, -5.382573585901260E+05,  2.730962662784043E+05, -4.378773491754217E+04,  1.517955905058369E+01, -8.368793277529189E+00,  1.481166764488818E+00,
2457814.686805556, A.D. 2017-Mar-02 04:29:00.0000, -5.373465834324360E+05,  2.725941377866319E+05, -4.369886476151689E+04,  1.517961290766756E+01, -8.368823131296049E+00,  1.481171771872076E+00,
2457814.687500000, A.D. 2017-Mar-02 04:30:00.0000, -5.364358050369918E+05,  2.720920075006442E+05, -4.360999430462111E+04,  1.517966697379156E+01, -8.368853085190835E+00,  1.481176793960699E+00,
2457814.688194444, A.D. 2017-Mar-02 04:31:00.0000, -5.355250233913362E+05,  2.715898754144019E+05, -4.352112354594994E+04,  1.517972125002439E+01, -8.368883139707561E+00,  1.481181830824426E+00,
2457814.688888889, A.D. 2017-Mar-02 04:32:00.0000, -5.346142384828031E+05,  2.710877415218569E+05, -4.343225248461901E+04,  1.517977573744226E+01, -8.368913295343525E+00,  1.481186882533413E+00,
2457814.689583333, A.D. 2017-Mar-02 04:33:00.0000, -5.337034502986372E+05,  2.705856058169194E+05, -4.334338111974621E+04,  1.517983043712890E+01, -8.368943552599386E+00,  1.481191949158280E+00,
2457814.690277778, A.D. 2017-Mar-02 04:34:00.0000, -5.327926588260531E+05,  2.700834682934935E+05, -4.325450945042643E+04,  1.517988535017565E+01, -8.368973911979174E+00,  1.481197030770062E+00,
2457814.690972222, A.D. 2017-Mar-02 04:35:00.0000, -5.318818640522957E+05,  2.695813289454278E+05, -4.316563747575089E+04,  1.517994047768152E+01, -8.369004373990247E+00,  1.481202127440231E+00,
2457814.691666667, A.D. 2017-Mar-02 04:36:00.0000, -5.309710659644008E+05,  2.690791877665540E+05, -4.307676519483179E+04,  1.517999582075328E+01, -8.369034939143473E+00,  1.481207239240734E+00,
2457814.692361111, A.D. 2017-Mar-02 04:37:00.0000, -5.300602645494938E+05,  2.685770447506630E+05, -4.298789260674348E+04,  1.518005138050548E+01, -8.369065607953093E+00,  1.481212366243926E+00,
2457814.693055556, A.D. 2017-Mar-02 04:38:00.0000, -5.291494597944021E+05,  2.680748998915219E+05, -4.289901971057829E+04,  1.518010715806057E+01, -8.369096380936860E+00,  1.481217508522650E+00,
2457814.693750000, A.D. 2017-Mar-02 04:39:00.0000, -5.282386516861320E+05,  2.675727531828650E+05, -4.281014650541038E+04,  1.518016315454895E+01, -8.369127258616011E+00,  1.481222666150174E+00,
2457814.694444444, A.D. 2017-Mar-02 04:40:00.0000, -5.273278402114511E+05,  2.670706046183793E+05, -4.272127299032977E+04,  1.518021937110903E+01, -8.369158241515347E+00,  1.481227839200243E+00,
2457814.695138889, A.D. 2017-Mar-02 04:41:00.0000, -5.264170253571570E+05,  2.665684541917564E+05, -4.263239916439621E+04,  1.518027580888731E+01, -8.369189330163207E+00,  1.481233027747064E+00,
2457814.695833333, A.D. 2017-Mar-02 04:42:00.0000, -5.255062071099877E+05,  2.660663018966310E+05, -4.254352502668926E+04,  1.518033246903847E+01, -8.369220525091546E+00,  1.481238231865296E+00,
2457814.696527778, A.D. 2017-Mar-02 04:43:00.0000, -5.245953854564130E+05,  2.655641477266078E+05, -4.245465057626345E+04,  1.518038935272539E+01, -8.369251826835933E+00,  1.481243451630083E+00,
2457814.697222222, A.D. 2017-Mar-02 04:44:00.0000, -5.236845603831410E+05,  2.650619916752584E+05, -4.236577581217507E+04,  1.518044646111929E+01, -8.369283235935594E+00,  1.481248687117026E+00,
2457814.697916667, A.D. 2017-Mar-02 04:45:00.0000, -5.227737318765819E+05,  2.645598337361361E+05, -4.227690073348474E+04,  1.518050379539976E+01, -8.369314752933448E+00,  1.481253938402212E+00,
2457814.698611111, A.D. 2017-Mar-02 04:46:00.0000, -5.218628999231458E+05,  2.640576739027392E+05, -4.218802533924946E+04,  1.518056135675486E+01, -8.369346378376129E+00,  1.481259205562207E+00,
2457814.699305556, A.D. 2017-Mar-02 04:47:00.0000, -5.209520645091832E+05,  2.635555121685595E+05, -4.209914962850318E+04,  1.518061914638117E+01, -8.369378112814044E+00,  1.481264488674067E+00,
2457814.700000000, A.D. 2017-Mar-02 04:48:00.0000, -5.200412256210148E+05,  2.630533485270262E+05, -4.201027360029332E+04,  1.518067716548388E+01, -8.369409956801350E+00,  1.481269787815328E+00,
2457814.700694445, A.D. 2017-Mar-02 04:49:00.0000, -5.191303832447231E+05,  2.625511829715305E+05, -4.192139725364263E+04,  1.518073541527688E+01, -8.369441910896040E+00,  1.481275103064008E+00,
2457814.701388889, A.D. 2017-Mar-02 04:50:00.0000, -5.182195373665094E+05,  2.620490154954880E+05, -4.183252058759259E+04,  1.518079389698283E+01, -8.369473975659956E+00,  1.481280434498643E+00,
2457814.702083333, A.D. 2017-Mar-02 04:51:00.0000, -5.173086879724264E+05,  2.615468460922285E+05, -4.174364360117599E+04,  1.518085261183322E+01, -8.369506151658808E+00,  1.481285782198242E+00,
2457814.702777778, A.D. 2017-Mar-02 04:52:00.0000, -5.163978350484073E+05,  2.610446747550524E+05, -4.165476629340059E+04,  1.518091156106847E+01, -8.369538439462257E+00,  1.481291146242344E+00,
2457814.703472222, A.D. 2017-Mar-02 04:53:00.0000, -5.154869785803556E+05,  2.605425014772481E+05, -4.156588866330138E+04,  1.518097074593803E+01, -8.369570839643860E+00,  1.481296526710969E+00,
2457814.704166667, A.D. 2017-Mar-02 04:54:00.0000, -5.145761185541749E+05,  2.600403262520347E+05, -4.147701070986721E+04,  1.518103016770041E+01, -8.369603352781223E+00,  1.481301923684675E+00,
2457814.704861111, A.D. 2017-Mar-02 04:55:00.0000, -5.136652549554706E+05,  2.595381490726384E+05, -4.138813243212651E+04,  1.518108982762330E+01, -8.369635979455911E+00,  1.481307337244510E+00,
2457814.705555555, A.D. 2017-Mar-02 04:56:00.0000, -5.127543877700567E+05,  2.590359699322353E+05, -4.129925382907376E+04,  1.518114972698367E+01, -8.369668720253577E+00,  1.481312767472055E+00,
2457814.706250000, A.D. 2017-Mar-02 04:57:00.0000, -5.118435169834495E+05,  2.585337888239296E+05, -4.121037489970070E+04,  1.518120986706780E+01, -8.369701575763967E+00,  1.481318214449419E+00,
2457814.706944444, A.D. 2017-Mar-02 04:58:00.0000, -5.109326425811350E+05,  2.580316057408255E+05, -4.112149564299906E+04,  1.518127024917140E+01, -8.369734546580922E+00,  1.481323678259210E+00,
2457814.707638889, A.D. 2017-Mar-02 04:59:00.0000, -5.100217645486295E+05,  2.575294206760144E+05, -4.103261605797127E+04,  1.518133087459972E+01, -8.369767633302454E+00,  1.481329158984600E+00,
2457814.708333333, A.D. 2017-Mar-02 05:00:00.0000, -5.091108828713298E+05,  2.570272336224918E+05, -4.094373614357830E+04,  1.518139174466758E+01, -8.369800836530814E+00,  1.481334656709288E+00,
2457814.709027778, A.D. 2017-Mar-02 05:01:00.0000, -5.081999975343943E+05,  2.565250445732941E+05, -4.085485589881893E+04,  1.518145286069951E+01, -8.369834156872416E+00,  1.481340171517500E+00,
2457814.709722222, A.D. 2017-Mar-02 05:02:00.0000, -5.072891085231304E+05,  2.560228535213282E+05, -4.076597532265227E+04,  1.518151422402979E+01, -8.369867594938007E+00,  1.481345703494019E+00,
2457814.710416667, A.D. 2017-Mar-02 05:03:00.0000, -5.063782158225477E+05,  2.555206604595191E+05, -4.067709441405316E+04,  1.518157583600261E+01, -8.369901151342599E+00,  1.481351252724168E+00,
2457814.711111111, A.D. 2017-Mar-02 05:04:00.0000, -5.054673194177747E+05,  2.550184653807753E+05, -4.058821317197730E+04,  1.518163769797209E+01, -8.369934826705572E+00,  1.481356819293829E+00,
2457814.711805556, A.D. 2017-Mar-02 05:05:00.0000, -5.045564192937613E+05,  2.545162682779276E+05, -4.049933159539128E+04,  1.518169981130239E+01, -8.369968621650703E+00,  1.481362403289441E+00,
2457814.712500000, A.D. 2017-Mar-02 05:06:00.0000, -5.036455154353678E+05,  2.540140691437786E+05, -4.041044968323325E+04,  1.518176217736787E+01, -8.370002536806163E+00,  1.481368004797996E+00,
2457814.713194444, A.D. 2017-Mar-02 05:07:00.0000, -5.027346078273952E+05,  2.535118679710955E+05, -4.032156743446663E+04,  1.518182479755308E+01, -8.370036572804615E+00,  1.481373623907071E+00,
2457814.713888889, A.D. 2017-Mar-02 05:08:00.0000, -5.018236964545548E+05,  2.530096647526067E+05, -4.023268484801356E+04,  1.518188767325293E+01, -8.370070730283208E+00,  1.481379260704789E+00,
2457814.714583333, A.D. 2017-Mar-02 05:09:00.0000, -5.009127813014388E+05,  2.525074594810354E+05, -4.014380192282653E+04,  1.518195080587272E+01, -8.370105009883630E+00,  1.481384915279873E+00,
2457814.715277778, A.D. 2017-Mar-02 05:10:00.0000, -5.000018623526394E+05,  2.520052521489715E+05, -4.005491865782857E+04,  1.518201419682838E+01, -8.370139412252163E+00,  1.481390587721596E+00,
2457814.715972222, A.D. 2017-Mar-02 05:11:00.0000, -4.990909395926595E+05,  2.515030427490797E+05, -3.996603505193866E+04,  1.518207784754636E+01, -8.370173938039725E+00,  1.481396278119850E+00,
2457814.716666667, A.D. 2017-Mar-02 05:12:00.0000, -4.981800130057335E+05,  2.510008312739301E+05, -3.987715110408758E+04,  1.518214175946391E+01, -8.370208587901868E+00,  1.481401986565084E+00,
2457814.717361111, A.D. 2017-Mar-02 05:13:00.0000, -4.972690825762451E+05,  2.504986177160371E+05, -3.978826681318583E+04,  1.518220593402907E+01, -8.370243362498879E+00,  1.481407713148375E+00,
2457814.718055556, A.D. 2017-Mar-02 05:14:00.0000, -4.963581482883692E+05,  2.499964020679243E+05, -3.969938217814003E+04,  1.518227037270083E+01, -8.370278262495784E+00,  1.481413457961362E+00,
2457814.718750000, A.D. 2017-Mar-02 05:15:00.0000, -4.954472101262212E+05,  2.494941843220212E+05, -3.961049719786867E+04,  1.518233507694923E+01, -8.370313288562405E+00,  1.481419221096310E+00,
2457814.719444444, A.D. 2017-Mar-02 05:16:00.0000, -4.945362680737972E+05,  2.489919644707600E+05, -3.952161187124666E+04,  1.518240004825542E+01, -8.370348441373388E+00,  1.481425002646092E+00,
2457814.720138889, A.D. 2017-Mar-02 05:17:00.0000, -4.936253221150339E+05,  2.484897425065177E+05, -3.943272619718197E+04,  1.518246528811181E+01, -8.370383721608276E+00,  1.481430802704188E+00,
2457814.720833333, A.D. 2017-Mar-02 05:18:00.0000, -4.927143722338378E+05,  2.479875184216045E+05, -3.934384017454952E+04,  1.518253079802217E+01, -8.370419129951520E+00,  1.481436621364695E+00,
2457814.721527778, A.D. 2017-Mar-02 05:19:00.0000, -4.918034184138775E+05,  2.474852922083386E+05, -3.925495380224384E+04,  1.518259657950174E+01, -8.370454667092561E+00,  1.481442458722341E+00,
2457814.722222222, A.D. 2017-Mar-02 05:20:00.0000, -4.908924606388509E+05,  2.469830638589612E+05, -3.916606707913022E+04,  1.518266263407730E+01, -8.370490333725821E+00,  1.481448314872471E+00,
2457814.722916667, A.D. 2017-Mar-02 05:21:00.0000, -4.899814988922775E+05,  2.464808333656788E+05, -3.907718000407927E+04,  1.518272896328734E+01, -8.370526130550815E+00,  1.481454189911079E+00,
2457814.723611111, A.D. 2017-Mar-02 05:22:00.0000, -4.890705331576765E+05,  2.459786007206747E+05, -3.898829257595947E+04,  1.518279556868212E+01, -8.370562058272117E+00,  1.481460083934780E+00,
2457814.724305556, A.D. 2017-Mar-02 05:23:00.0000, -4.881595634185076E+05,  2.454763659160643E+05, -3.889940479362634E+04,  1.518286245182383E+01, -8.370598117599512E+00,  1.481465997040851E+00,
2457814.725000000, A.D. 2017-Mar-02 05:24:00.0000, -4.872485896578729E+05,  2.449741289439181E+05, -3.881051665592786E+04,  1.518292961428667E+01, -8.370634309247940E+00,  1.481471929327206E+00,
2457814.725694444, A.D. 2017-Mar-02 05:25:00.0000, -4.863376118591428E+05,  2.444718897962864E+05, -3.872162816171975E+04,  1.518299705765698E+01, -8.370670633937594E+00,  1.481477880892409E+00,
2457814.726388889, A.D. 2017-Mar-02 05:26:00.0000, -4.854266300053298E+05,  2.439696484651721E+05, -3.863273930983699E+04,  1.518306478353335E+01, -8.370707092393975E+00,  1.481483851835704E+00,
2457814.727083333, A.D. 2017-Mar-02 05:27:00.0000, -4.845156440794468E+05,  2.434674049425159E+05, -3.854385009910793E+04,  1.518313279352675E+01, -8.370743685347914E+00,  1.481489842256982E+00,
2457814.727777778, A.D. 2017-Mar-02 05:28:00.0000, -4.836046540643871E+05,  2.429651592202137E+05, -3.845496052837007E+04,  1.518320108926063E+01, -8.370780413535629E+00,  1.481495852256796E+00,
2457814.728472222, A.D. 2017-Mar-02 05:29:00.0000, -4.826936599429846E+05,  2.424629112901677E+05, -3.836607059644717E+04,  1.518326967237108E+01, -8.370817277698817E+00,  1.481501881936422E+00,
2457814.729166667, A.D. 2017-Mar-02 05:30:00.0000, -4.817826616979241E+05,  2.419606611441602E+05, -3.827718030213954E+04,  1.518333854450690E+01, -8.370854278584599E+00,  1.481507931397752E+00,
2457814.729861111, A.D. 2017-Mar-02 05:31:00.0000, -4.808716593118608E+05,  2.414584087739917E+05, -3.818828964427983E+04,  1.518340770732976E+01, -8.370891416945703E+00,  1.481514000743420E+00,
2457814.730555556, A.D. 2017-Mar-02 05:32:00.0000, -4.799606527672112E+05,  2.409561541713788E+05, -3.809939862165196E+04,  1.518347716251433E+01, -8.370928693540410E+00,  1.481520090076713E+00,
2457814.731250000, A.D. 2017-Mar-02 05:33:00.0000, -4.790496420464516E+05,  2.404538973279841E+05, -3.801050723306937E+04,  1.518354691174837E+01, -8.370966109132675E+00,  1.481526199501657E+00,
2457814.731944445, A.D. 2017-Mar-02 05:34:00.0000, -4.781386271318793E+05,  2.399516382354772E+05, -3.792161547731187E+04,  1.518361695673291E+01, -8.371003664492138E+00,  1.481532329122947E+00,
2457814.732638889, A.D. 2017-Mar-02 05:35:00.0000, -4.772276080057025E+05,  2.394493768854359E+05, -3.783272335316423E+04,  1.518368729918233E+01, -8.371041360394186E+00,  1.481538479046003E+00,
2457814.733333333, A.D. 2017-Mar-02 05:36:00.0000, -4.763165846499801E+05,  2.389471132694017E+05, -3.774383085941984E+04,  1.518375794082453E+01, -8.371079197620011E+00,  1.481544649376962E+00,
2457814.734027778, A.D. 2017-Mar-02 05:37:00.0000, -4.754055570467412E+05,  2.384448473788775E+05, -3.765493799483088E+04,  1.518382888340103E+01, -8.371117176956686E+00,  1.481550840222689E+00,
2457814.734722222, A.D. 2017-Mar-02 05:38:00.0000, -4.744945251778960E+05,  2.379425792053071E+05, -3.756604475817276E+04,  1.518390012866713E+01, -8.371155299197172E+00,  1.481557051690762E+00,
2457814.735416667, A.D. 2017-Mar-02 05:39:00.0000, -4.735834890252054E+05,  2.374403087400987E+05, -3.747715114820946E+04,  1.518397167839209E+01, -8.371193565140413E+00,  1.481563283889504E+00,
2457814.736111111, A.D. 2017-Mar-02 05:40:00.0000, -4.726724485704005E+05,  2.369380359745999E+05, -3.738825716369497E+04,  1.518404353435914E+01, -8.371231975591368E+00,  1.481569536927976E+00,
